gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000010567_Angel1	3.06	0.24	1.27	1.47	1.84
ENSRNOG00000017478_Pcsk7	24.38	1.74	13.09	12.37	19.77
ENSRNOG00000045233_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058297_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004710_Rbks	18.03	21.02	18.14	12.55	15.19
ENSRNOG00000028417_Neurod2	0.00	0.00	0.00	0.14	0.04
ENSRNOG00000049995_Slc40a1	14.27	0.00	7.28	6.16	3.15
ENSRNOG00000032878_Cxxc5	32.23	49.53	44.40	69.54	34.92
ENSRNOG00000012358_Pcyt1b	0.25	0.00	0.07	0.05	0.36
ENSRNOG00000012323_Cherp	5.83	2.45	5.46	6.27	3.01
ENSRNOG00000030012_Clec4a2	0.21	1.20	0.32	0.28	0.65
ENSRNOG00000056382	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048400_Dcm5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003531_LOC685789	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020532_Kcnq1	13.25	18.44	102.76	119.38	8.48
ENSRNOG00000015720_Polr2c	144.28	147.70	157.40	154.94	105.99
ENSRNOG00000049978_LOC100909937	0.02	0.00	0.00	0.00	0.00
ENSRNOG00000005572_RGD1306782	0.00	1.86	2.55	0.94	1.39
ENSRNOG00000035587_Mir3575	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059597_AABR07054088.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008664_AC127920.1	6.12	2.40	8.76	1.96	4.81
ENSRNOG00000053858_RNaseP_nuc	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050050_AABR07013801.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031591_AABR07032255.2	18.62	35.28	17.61	4.96	13.87
ENSRNOG00000020049_Slc7a6os	30.65	43.44	31.88	31.97	25.11
ENSRNOG00000061505_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027239_AABR07037800.1	0.12	0.00	0.00	0.12	0.30
ENSRNOG00000026962_Osbpl8	5.20	0.40	5.37	5.72	6.56
ENSRNOG00000032148_AABR07018050.1	0.48	0.00	0.00	2.06	0.00
ENSRNOG00000061064_AABR07027128.1	0.00	0.00	0.00	0.06	0.05
ENSRNOG00000055317_AABR07028908.2	0.81	0.25	0.67	1.06	0.36
ENSRNOG00000051639_AABR07052550.2	1.10	0.00	0.50	0.00	0.45
ENSRNOG00000004393_Fcamr	0.32	0.66	0.02	0.47	0.00
ENSRNOG00000060505_AABR07043001.2	0.97	0.00	0.00	0.00	0.00
ENSRNOG00000017656_Ccdc172	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054780_AC132740.1	2.39	1.00	0.05	1.80	0.15
ENSRNOG00000014436_Ppip5k1	48.95	16.16	57.29	36.88	36.65
ENSRNOG00000056381	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042308_LOC680200	6.77	5.53	8.80	6.69	6.45
ENSRNOG00000047313_Olr1405	0.00	0.00	0.00	0.54	0.00
ENSRNOG00000062107_AC239817.1	0.00	0.00	0.00	0.30	0.00
ENSRNOG00000054150_AABR07036074.1	0.29	8.41	0.00	0.14	0.00
ENSRNOG00000007255_Zpbp2	2.90	0.77	1.19	1.10	2.97
ENSRNOG00000011541_Cygb	0.26	0.00	0.00	0.04	0.85
ENSRNOG00000024210_Nlrc3	0.14	0.00	0.00	0.33	0.25
ENSRNOG00000057911_AABR07044580.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057596_AABR07033056.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014323_Extl2	4.22	1.12	5.73	3.89	5.13
ENSRNOG00000018414_Csf1r	15.37	0.68	3.28	2.34	23.47
ENSRNOG00000050977_RGD1562066	0.44	0.00	0.00	0.00	0.00
ENSRNOG00000005486_Phf20l1	1.70	8.78	12.63	13.89	11.34
ENSRNOG00000055183	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013356_Snapin	70.67	120.95	83.93	79.27	55.07
ENSRNOG00000029830_Adm2	3.71	6.95	8.66	9.17	5.97
ENSRNOG00000053520_LOC102549991	0.23	0.00	0.00	0.00	0.00
ENSRNOG00000051549_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006108_Gngt2	11.50	4.08	3.96	4.23	12.85
ENSRNOG00000018829_RGD1308134	20.92	60.17	28.46	27.64	18.08
ENSRNOG00000002775_Npl	3.78	0.47	0.65	0.49	7.13
ENSRNOG00000059760_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058839_AABR07010763.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020361_Ip6k2	19.46	9.22	32.38	25.95	18.65
ENSRNOG00000051129_AABR07039037.1	0.00	0.55	0.61	2.90	0.00
ENSRNOG00000046692_Mir322	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026247_AABR07018326.1	0.27	0.00	0.00	0.26	0.79
ENSRNOG00000048916_Vom1r24	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055825_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058743_AABR07039342.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059499	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057055_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028984_RGD1563307	0.00	0.00	0.13	0.14	0.00
ENSRNOG00000002110_Fam114a1l1	0.53	0.00	0.38	0.37	0.17
ENSRNOG00000007350_Rac2	16.11	2.72	6.77	3.04	20.86
ENSRNOG00000010028_Polr3d	2.43	3.84	4.73	3.46	2.83
ENSRNOG00000011947_Tifab	1.45	0.31	0.59	1.37	1.61
ENSRNOG00000009592_Cyb5r3	139.79	44.37	137.05	103.69	109.61
ENSRNOG00000043145_AABR07043823.2	2.00	0.00	0.00	0.00	0.00
ENSRNOG00000053738_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050796_AABR07026893.1	48.52	242.99	221.87	134.80	25.11
ENSRNOG00000059515_AABR07048966.1	0.09	0.00	0.16	0.26	0.00
ENSRNOG00000056007_AABR07049228.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001525_Igsf11	0.40	0.10	0.22	0.51	1.76
ENSRNOG00000042679_Lcor	1.42	2.02	1.83	3.40	1.45
ENSRNOG00000050600_Zfp872	2.59	0.00	1.41	2.94	1.27
ENSRNOG00000043323_Il36b	0.18	0.00	0.00	0.00	0.00
ENSRNOG00000031162_Ccl24	0.72	0.00	0.00	0.06	0.75
ENSRNOG00000012531_Ephb2	2.43	0.01	0.00	0.17	2.24
ENSRNOG00000030938_AABR07049499.1	0.53	0.75	3.74	5.02	0.65
ENSRNOG00000050223_Rin1	0.59	0.35	0.49	0.39	0.32
ENSRNOG00000018903_Pik3r1	34.58	15.83	13.46	34.99	12.94
ENSRNOG00000017930_Lpcat1	0.30	0.10	2.30	2.82	0.37
ENSRNOG00000049610_AABR07068850.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001956_Dzip3	2.28	1.59	2.73	2.86	2.98
ENSRNOG00000056044_AC121413.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046586_AABR07005888.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049090_LOC102550892	0.00	0.00	0.00	0.00	0.02
ENSRNOG00000029971_Mt-nd5	2247.67	3096.01	1752.36	2159.84	3169.66
ENSRNOG00000007548_Polr3f	2.28	1.22	3.40	2.92	2.48
ENSRNOG00000055798_LOC103689958	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053681_AABR07031296.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054798_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029996_AABR07054368.1	13.67	3.31	12.85	9.84	13.44
ENSRNOG00000050455_Olr701	0.00	0.00	0.00	0.34	0.00
ENSRNOG00000032150_Adcy2	0.00	0.00	0.00	0.09	0.04
ENSRNOG00000055330_AABR07039234.1	0.10	0.59	0.00	0.09	0.08
ENSRNOG00000043299_Olr877	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057109_AABR07018924.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051834_AABR07027287.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032492_Usp22	2.43	0.48	15.62	18.43	2.54
ENSRNOG00000036486_Mir541	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037462_Eml6	0.60	0.01	0.04	0.12	0.10
ENSRNOG00000000155_Cog3	3.45	0.38	8.99	5.63	1.84
ENSRNOG00000051035_AABR07048468.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052221_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010975_Adnp	7.40	11.39	9.32	11.11	8.45
ENSRNOG00000045779_AABR07039210.2	0.00	0.00	0.24	0.27	0.11
ENSRNOG00000059555_AABR07021998.1	0.91	0.00	0.00	0.78	0.00
ENSRNOG00000013728_Polg2	18.53	6.88	8.06	7.54	21.96
ENSRNOG00000017175_H1f1	0.84	9.50	0.75	3.52	0.98
ENSRNOG00000058813_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037600_Sim1	4.29	3.69	3.77	5.11	4.86
ENSRNOG00000050143_AABR07065815.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019247_Plekhj1	51.20	105.61	84.04	90.35	34.71
ENSRNOG00000013805_Tnip2	7.46	1.66	8.29	7.59	5.42
ENSRNOG00000009667_Mlst8	12.00	2.31	10.34	8.38	8.07
ENSRNOG00000008929_Aebp2	0.76	0.41	0.76	1.06	0.50
ENSRNOG00000019097_Bap1	36.53	11.04	31.53	29.86	27.81
ENSRNOG00000013069_Sapcd2	0.99	0.10	0.25	0.44	0.83
ENSRNOG00000006514_Vezt	7.16	2.33	11.88	7.63	9.27
ENSRNOG00000052538_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061429_Rph3al	0.56	2.43	0.76	1.09	0.20
ENSRNOG00000019282_Ubqln1	6.48	13.53	18.38	30.31	7.46
ENSRNOG00000061854_AC113837.9	0.61	0.00	0.08	0.51	0.51
ENSRNOG00000058994_Vom1r87	0.00	0.00	0.11	0.00	0.20
ENSRNOG00000013823_Cers3	0.14	0.79	0.07	0.05	0.00
ENSRNOG00000057201_AABR07035782.1	0.05	0.27	0.00	0.14	0.04
ENSRNOG00000038569_Hsfy2	0.44	0.59	0.00	0.50	0.10
ENSRNOG00000029866_Dennd6b	0.57	1.14	5.34	6.46	0.53
ENSRNOG00000041219_Mir872	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061992_AABR07005564.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008134_Mefv	0.51	0.00	0.14	0.20	0.55
ENSRNOG00000011402_Isg20l2	1.18	0.15	1.98	1.49	0.30
ENSRNOG00000054077_AABR07024870.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024955_Scyl2	15.25	7.83	17.39	12.87	13.87
ENSRNOG00000062101_Ace	0.27	0.09	0.02	0.18	0.00
ENSRNOG00000060216	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006048_Ezh2	0.89	1.32	2.07	5.13	1.95
ENSRNOG00000015830_Ano9	5.92	0.54	3.27	5.14	4.37
ENSRNOG00000031325_Abi1	21.90	29.43	34.03	27.68	29.15
ENSRNOG00000042235_AC130035.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060822_AC116288.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014951_Mesp1	0.07	0.00	0.00	0.00	0.00
ENSRNOG00000011718_C1rl	0.23	0.00	0.00	0.00	0.14
ENSRNOG00000012899_Rbbp8	17.75	7.46	34.84	26.35	13.75
ENSRNOG00000008195_Ywhaz	577.86	218.21	641.41	489.52	510.28
ENSRNOG00000059710_AABR07039236.1	0.05	0.00	0.05	0.02	0.00
ENSRNOG00000052511_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059812_AABR07071745.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054125_AABR07051592.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005343_Esr2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007054_Dhx33	2.11	0.21	3.71	1.40	1.78
ENSRNOG00000023548_Sned1	0.20	0.00	0.18	0.13	0.12
ENSRNOG00000017188_Cyp27a1	11.94	22.16	41.97	37.78	9.84
ENSRNOG00000059283_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049378_AABR07062583.1	0.36	0.27	0.21	1.00	0.43
ENSRNOG00000003509_Olr1588	0.00	0.10	0.00	0.00	0.00
ENSRNOG00000007725_Mis12	20.49	16.41	31.77	23.65	12.34
ENSRNOG00000057799_AABR07027752.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046460_AABR07022144.1	28.05	12.11	4.26	5.61	5.20
ENSRNOG00000020865_Ano1	0.03	0.05	0.11	0.42	0.69
ENSRNOG00000048692_AC121465.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036683_Sirt7	16.08	12.06	31.84	31.17	10.05
ENSRNOG00000012137_Ccdc84	6.62	13.15	16.71	17.72	8.87
ENSRNOG00000007775_Cmpk1	229.01	161.00	164.95	152.81	206.19
ENSRNOG00000002294_Snx29	0.47	0.04	0.88	1.15	1.85
ENSRNOG00000033593_Osbpl9	65.64	23.74	104.82	99.82	62.37
ENSRNOG00000057082_AABR07031740.1	0.23	0.00	0.21	0.22	0.96
ENSRNOG00000056144_Olr29	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052383_Rhox9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017048_Prl8a2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049434_AABR07001048.1	0.15	0.00	0.00	0.00	0.00
ENSRNOG00000029046_AABR07035357.1	0.12	0.27	0.52	0.73	0.14
ENSRNOG00000031053_Mt-nd4l	13139.00	18050.48	10822.05	10249.50	16503.99
ENSRNOG00000036817_AABR07004912.1	0.00	0.56	0.00	0.00	0.00
ENSRNOG00000003712_Ppp4r3b	15.93	9.56	13.80	11.56	14.68
ENSRNOG00000014027_RGD1304728	4.88	1.03	4.70	4.71	3.53
ENSRNOG00000059104_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021044_Gpatch8	4.60	1.44	8.27	10.84	5.11
ENSRNOG00000021255_Smox	0.44	1.05	3.63	4.74	0.79
ENSRNOG00000002218_Stbd1	0.58	0.08	1.94	0.67	0.46
ENSRNOG00000056704_AABR07064681.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027818_Znhit3	28.16	37.68	31.37	34.96	18.67
ENSRNOG00000052080_Camk2b	0.17	0.00	0.03	0.08	0.00
ENSRNOG00000007133_Plxnb2	19.21	9.13	37.75	37.06	19.02
ENSRNOG00000048087_AABR07061533.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001422_Col26a1	0.00	0.00	0.00	0.00	0.54
ENSRNOG00000061978_AABR07045427.1	0.52	0.49	0.28	0.81	0.70
ENSRNOG00000061483_AABR07044412.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059738_AABR07033484.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003890_Nap1l1	17.04	19.28	19.83	19.31	14.72
ENSRNOG00000054122_LOC103692758	0.00	0.47	0.00	0.27	0.05
ENSRNOG00000026579_AC119332.1	0.00	0.35	0.55	0.97	0.00
ENSRNOG00000049115_Ccr5	1.89	0.18	0.84	0.34	3.01
ENSRNOG00000010551_Lhx2	0.13	0.00	0.04	0.13	0.00
ENSRNOG00000055536_AABR07026441.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016734_Emilin3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006110_Jph1	0.06	0.02	0.00	0.05	0.12
ENSRNOG00000036499_Mir540	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006082_Rmdn2	3.20	3.61	5.14	3.97	2.53
ENSRNOG00000050592_AABR07016166.1	0.88	0.26	0.00	1.06	0.24
ENSRNOG00000019068_Ctrb1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056417_AABR07052697.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053525_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014815_Myoz2	0.00	0.00	0.49	0.11	0.00
ENSRNOG00000029078_Hmgn5b	1.42	7.49	6.13	4.32	7.54
ENSRNOG00000055139_AABR07032582.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009323_Fam214b	8.46	0.59	5.62	5.86	6.83
ENSRNOG00000051262_Tmc1	4.96	0.42	0.11	0.00	1.00
ENSRNOG00000006314_Zbp1	0.25	0.00	0.09	0.06	1.33
ENSRNOG00000057087_LOC103694730	0.00	0.00	0.00	0.20	0.00
ENSRNOG00000056496_AC113858.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033014_AABR07024718.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054382_RNaseP_nuc	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002134_Gbp6	0.30	0.00	0.11	0.00	0.00
ENSRNOG00000058647_AABR07056470.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002200_AABR07072371.1	0.00	0.29	0.86	0.00	0.31
ENSRNOG00000061902_Wbp1	1.04	1.94	4.19	1.58	0.00
ENSRNOG00000020505_Map4k1	1.85	0.78	0.60	0.62	1.20
ENSRNOG00000026797_AC127084.2	0.00	0.00	0.00	0.02	0.00
ENSRNOG00000057733_AABR07042440.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028043_Cxcl3	0.00	0.00	0.16	0.09	0.00
ENSRNOG00000056397_SNORD22	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055740_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058098_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057659_AABR07067080.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031140_Vom1r94	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011170_RGD1359634	27.39	11.40	30.30	22.53	18.65
ENSRNOG00000056578_AABR07058320.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055512_H2bc12	0.00	9.52	0.89	0.00	0.00
ENSRNOG00000020908_Hrob	1.12	0.08	0.44	0.81	0.68
ENSRNOG00000023079_Nras	29.86	15.93	33.80	26.65	22.54
ENSRNOG00000059291_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057894_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054076_AABR07022039.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031685_AY172581.12	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031485_Dpp3	30.65	6.26	31.35	30.32	30.17
ENSRNOG00000000620_AABR07041078.1	0.00	0.00	0.00	0.00	0.07
ENSRNOG00000042193_AABR07034729.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023493_Creb3l4	1.40	1.97	1.59	1.31	1.01
ENSRNOG00000031247_Lekr1	0.39	0.26	0.54	1.03	0.23
ENSRNOG00000053615_Mrpl50	88.98	121.95	52.41	58.88	68.54
ENSRNOG00000025088_Tmc3	0.31	0.00	0.04	0.00	2.31
ENSRNOG00000050914_Olr1457	0.11	0.00	0.00	0.00	0.00
ENSRNOG00000004327_Ddc	3.78	0.69	0.89	1.98	15.24
ENSRNOG00000028436_Rprml	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014338_Slc25a25	8.27	2.33	7.62	4.67	5.87
ENSRNOG00000051427_AABR07027857.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046150_AABR07008805.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021065_Olr321	1.93	0.00	0.00	0.00	0.47
ENSRNOG00000045665_Amigo1	0.67	0.18	0.49	0.93	1.19
ENSRNOG00000054032_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001142_Prkab1	81.77	47.42	112.04	99.01	78.79
ENSRNOG00000010960_Ankh	0.44	0.75	2.30	2.61	0.24
ENSRNOG00000031956_Cldn34c4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047167_AABR07029907.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050532_Mir6319-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018006_Skor2	0.00	0.05	0.00	0.00	0.00
ENSRNOG00000002571_Tekt5	0.05	0.17	0.00	0.00	0.00
ENSRNOG00000028805_Cfap77	0.72	0.00	1.18	1.12	0.31
ENSRNOG00000022807_Pced1b	0.12	0.23	0.21	0.36	0.34
ENSRNOG00000048856_Olr1619	0.11	2.31	0.00	0.05	0.05
ENSRNOG00000059971_AABR07067871.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016275_Ttr	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010595_Rbm45	9.45	22.73	34.73	39.46	8.55
ENSRNOG00000000787_AABR07044364.1	5.64	1.09	0.93	1.17	7.13
ENSRNOG00000003005_Rasgef1c	0.00	0.07	0.03	0.18	0.00
ENSRNOG00000058114_AABR07063581.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059955_AABR07058406.1	7.73	0.00	0.00	0.00	0.00
ENSRNOG00000055948_AABR07016841.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028955_AABR07006042.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060442_AC091481.1	1.72	0.30	0.32	0.12	0.83
ENSRNOG00000060250_AABR07017841.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051490_Plcg1	2.57	1.70	4.68	5.96	2.18
ENSRNOG00000042777_Zfp28	1.61	1.89	2.67	3.21	0.85
ENSRNOG00000001589_Evx2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003245_Cacng1	0.00	0.00	0.00	0.14	0.00
ENSRNOG00000051906_AABR07035561.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007541_Fhl3	0.30	0.48	0.49	0.75	0.67
ENSRNOG00000019489_Armt1	31.37	23.12	32.37	27.13	28.38
ENSRNOG00000020112_AABR07036567.1	0.00	0.46	0.00	0.60	0.00
ENSRNOG00000002935_Ankrd40	4.58	4.70	5.32	8.11	5.25
ENSRNOG00000056141_Matn3	1.24	0.00	0.07	0.20	0.94
ENSRNOG00000061839_AABR07047789.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038148_Defb10	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047125_Foxl1	0.00	0.09	0.00	0.00	0.00
ENSRNOG00000051678_AABR07012475.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046029_AABR07055792.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036483_AABR07047249.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058084_LOC102553083	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049830_AABR07017639.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007338_Fbln2	0.08	0.47	0.12	0.25	0.20
ENSRNOG00000025634_Zfhx2	0.16	0.08	0.13	0.30	0.13
ENSRNOG00000055365_Edem1	1.53	3.10	3.15	7.74	1.29
ENSRNOG00000019550_Slc11a2	43.75	26.84	64.46	63.28	29.92
ENSRNOG00000010540_Mrpl45	40.69	48.37	32.45	35.39	35.35
ENSRNOG00000054261_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007062_Rin3	1.15	0.04	0.24	0.14	1.75
ENSRNOG00000009979_Sebox	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046983_Adat2	1.51	0.52	0.00	0.82	0.75
ENSRNOG00000012953_Arsa	49.09	14.88	73.48	64.13	65.00
ENSRNOG00000049628_AABR07047323.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010240_Tent5a	0.55	0.82	0.13	0.45	0.44
ENSRNOG00000032609_AY172581.18	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059719_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045261_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059888_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058399_AABR07006389.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059641_AC139445.2	0.46	0.00	0.00	0.50	0.00
ENSRNOG00000055991_Tmprss11d	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042807_Cd209c	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004538_Brd1	2.60	3.13	3.52	4.01	3.10
ENSRNOG00000009314_Ivl	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036688_Arhgdia	180.65	64.35	179.23	180.45	137.85
ENSRNOG00000042462_Rnf148	0.88	0.00	0.39	0.11	0.28
ENSRNOG00000035651_Mir3582	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045002_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004103_Trappc6b	93.44	138.93	127.74	105.71	66.61
ENSRNOG00000013660_Cog6	18.07	9.19	29.95	25.85	9.84
ENSRNOG00000054844_AABR07063746.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053829_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047874_Nelfcd	16.16	2.39	22.91	19.67	15.53
ENSRNOG00000027225_Ly6g6f	0.00	0.00	0.00	0.00	0.07
ENSRNOG00000018288_Ncoa6	1.62	1.77	2.78	3.55	2.51
ENSRNOG00000060651_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003120_Prelp	0.29	0.12	0.05	0.21	2.56
ENSRNOG00000010887_RGD1309534	105.72	20.80	65.12	56.51	105.52
ENSRNOG00000058321_LOC108348143	1.44	0.32	0.96	0.99	1.13
ENSRNOG00000047818_LOC108348039	0.28	0.10	0.00	0.27	0.05
ENSRNOG00000031317_AABR07064224.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022943_Dgka	1.54	0.69	7.96	6.28	1.77
ENSRNOG00000061507_AABR07032328.1	0.00	0.00	0.00	1.97	0.00
ENSRNOG00000054760_AABR07001497.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013445_Aaas	9.75	1.98	16.74	15.13	9.66
ENSRNOG00000051839	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042592_Rgs10	4.59	0.25	3.75	1.69	6.42
ENSRNOG00000033025_Olr1192	0.00	0.10	0.00	0.00	0.00
ENSRNOG00000017351_Olr188	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020309_Gfra3	50.95	14.64	65.77	91.70	41.45
ENSRNOG00000021999_AABR07051982.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057609_AABR07065091.1	0.08	0.40	0.00	0.17	0.00
ENSRNOG00000053189_AABR07047498.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033278_AABR07051996.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010721_Dlgap5	4.94	3.48	4.84	4.39	4.74
ENSRNOG00000046369_AABR07047633.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013336_Wdr70	8.75	5.46	16.06	9.81	11.83
ENSRNOG00000018610_Pde6d	21.69	32.10	48.97	43.19	16.16
ENSRNOG00000022603_Astl	0.10	1.76	2.13	3.95	0.17
ENSRNOG00000054997_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053844_U6	0.00	0.00	0.00	0.00	0.00
