gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000011007_Ube2o	50.00	10.00	27.00	30.00	50.00
ENSRNOG00000020635_Exosc5	506.00	616.00	457.00	512.00	530.00
ENSRNOG00000014999_Tnpo1	599.00	893.00	859.00	779.00	944.00
ENSRNOG00000012434_Zfp598	31.00	107.00	78.00	108.00	30.00
ENSRNOG00000004505_Nfic	686.00	44.00	683.00	541.00	396.00
ENSRNOG00000015310_Lrrc32	55.00	12.00	4.00	9.00	112.00
ENSRNOG00000060395_AABR07025301.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000021_AABR07061902.1	7.00	0.00	14.00	16.00	6.00
ENSRNOG00000060036_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020022_Psmc3ip	356.00	622.00	323.00	319.00	258.00
ENSRNOG00000016550_Dclk2	4.00	4.00	0.00	7.00	11.00
ENSRNOG00000060420_AABR07006311.1	1.00	0.00	4.00	3.00	0.00
ENSRNOG00000061107_AABR07018170.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053109_Mrpl53	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051273_AABR07038645.1	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000009117_Otub2	122.00	28.00	377.00	345.00	59.00
ENSRNOG00000041606_AABR07014980.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002223_AABR07012587.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000011901_Rrad	38.00	692.00	2476.00	2564.00	34.00
ENSRNOG00000055325_AABR07022429.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032136_Cdc42ep3	53.00	82.00	136.00	83.00	47.00
ENSRNOG00000053335_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024839_Tysnd1	28.00	82.00	48.00	94.00	32.00
ENSRNOG00000056424_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060881_AABR07003167.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002041_Boc	186.00	60.00	656.00	464.00	138.00
ENSRNOG00000020379_Cog8	328.00	245.00	1205.00	881.00	243.00
ENSRNOG00000059949_LOC102549061	0.00	4.00	2.00	2.00	0.00
ENSRNOG00000061877_AABR07056425.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005877_Lrpprc	581.00	857.00	1471.00	1540.00	714.00
ENSRNOG00000057971_U5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059052_AABR07028765.2	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000007229_Nr0b2	489.00	384.00	401.00	346.00	645.00
ENSRNOG00000019404_Hhatl	0.00	0.00	7.00	22.00	0.00
ENSRNOG00000006763_Rbm18	1970.00	771.00	2803.00	2021.00	2063.00
ENSRNOG00000060054_Doc2b	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000043158_RGD1564712	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052981_AABR07058464.1	9.00	10.00	25.00	18.00	23.00
ENSRNOG00000042195_Pabpn1	66.00	320.00	197.00	249.00	141.00
ENSRNOG00000060512_AABR07035541.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059775_AABR07057511.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055477_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027017_Rnasel	128.00	119.00	199.00	148.00	179.00
ENSRNOG00000050180_Zfpl1	451.00	448.00	741.00	665.00	488.00
ENSRNOG00000051813_Pygo1	3.00	0.00	15.00	22.00	5.00
ENSRNOG00000016857_Zg16	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054557_Lsm14b	0.00	7.00	2.00	2.00	3.00
ENSRNOG00000052622_AABR07049497.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021160_Hormad1	4.00	0.00	1.00	0.00	9.00
ENSRNOG00000056456_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019154_Zmynd8	1160.00	464.00	784.00	758.00	1061.00
ENSRNOG00000013229_Mthfs	1108.00	410.00	1157.00	822.00	869.00
ENSRNOG00000054337_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002052_Ccdc80	66.00	5773.00	8092.00	4581.00	349.00
ENSRNOG00000053811_Arg2	178.00	3125.00	4896.00	2864.00	191.00
ENSRNOG00000049191_Olr1159	0.00	18.00	0.00	4.00	3.00
ENSRNOG00000016566_Arhgap39	12.00	12.00	66.00	48.00	11.00
ENSRNOG00000045877_AC098547.1	220.00	373.85	581.27	583.30	261.05
ENSRNOG00000002602_Serpinb12	2.00	0.00	1.00	0.00	0.00
ENSRNOG00000059226	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000013419_Hykk	466.00	30.00	40.00	69.00	421.00
ENSRNOG00000003749_Xk	7.00	14.00	6.00	18.00	10.00
ENSRNOG00000016773_Sap130	273.00	38.00	334.00	365.00	343.00
ENSRNOG00000022939_Gpkow	616.00	423.00	1106.00	778.00	851.00
ENSRNOG00000007850_Mok	134.00	76.00	172.00	136.00	143.00
ENSRNOG00000059204_AABR07048553.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056960_AABR07002969.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043459_Olr1629	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048734_AABR07054334.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033733_Ccdc81	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052286_AABR07001799.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021069_Olr323	6.00	3.33	14.08	24.86	19.57
ENSRNOG00000053712_AABR07027910.1	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000060632_LOC100911064	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056327_AABR07002010.1	8.26	2.00	9.13	3.00	2.04
ENSRNOG00000001187_Oasl	32.00	38.00	90.00	86.00	206.00
ENSRNOG00000059694_AABR07030777.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000037562_Zbtb42	10.00	4.00	31.00	31.00	8.00
ENSRNOG00000010111_Exoc3l4	24.00	14.00	32.00	50.00	21.00
ENSRNOG00000046224_LOC100909683	1.00	1.00	2.00	0.00	3.00
ENSRNOG00000057752_AABR07012111.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057999_AABR07047744.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000035473_Mir3579	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004288_Ptrh2	523.00	361.00	582.00	466.00	584.00
ENSRNOG00000047916_LOC100911547	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061311_AABR07066875.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025823_Rbm46	3.00	0.00	1.00	2.00	10.00
ENSRNOG00000060186_AABR07014822.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057437_AABR07034456.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053005_AABR07030890.1	15.06	0.00	0.00	9.03	1.00
ENSRNOG00000039332_AABR07021066.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042971_LOC363337	3.00	4.00	0.00	30.00	4.00
ENSRNOG00000052671_Olr1291	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055975_AABR07029634.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051103_AABR07048420.5	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000049981_Olr186	0.50	0.00	0.00	4.00	0.00
ENSRNOG00000033932_AY172581.22	0.00	1.00	0.00	0.00	1.00
ENSRNOG00000012613_F13b	5.00	0.00	5.00	5.00	330.00
ENSRNOG00000001111_Brca2	152.00	19.00	106.00	120.00	86.00
ENSRNOG00000027311_Nutm2f	3.00	6.00	0.00	3.00	1.00
ENSRNOG00000056445_AABR07004530.1	4.00	2.00	0.00	1.00	0.00
ENSRNOG00000002229_Adcy5	0.00	5.00	143.00	122.00	9.00
ENSRNOG00000002951_Ccnb3	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000056761_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027857_Pigw	658.00	375.00	674.00	478.00	681.00
ENSRNOG00000051622_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030800_Igdcc3	0.00	0.00	11.00	17.00	4.00
ENSRNOG00000056198_U3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004337_Fam20b	690.00	170.00	515.00	418.00	710.00
ENSRNOG00000061789_AABR07017878.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000051949_LOC679803	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053915_Setdb2	3.00	0.00	5.00	10.00	4.00
ENSRNOG00000051996_AABR07004703.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029627_LOC100359951	1124.06	3062.36	1000.84	712.81	1290.58
ENSRNOG00000017349_Tbc1d10b	179.00	84.00	161.00	204.00	163.00
ENSRNOG00000007754_Insm2	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000035560_Mir150	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020579_Col7a1	2.00	2.00	0.00	0.00	4.00
ENSRNOG00000053094_AC139445.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042086_Rab26	40.00	31.00	85.00	82.00	23.00
ENSRNOG00000051264_AABR07059679.1	0.00	0.00	0.00	4.00	0.00
ENSRNOG00000002612_Ddx52	524.00	672.00	802.00	576.00	467.00
ENSRNOG00000055272_AABR07044405.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006876_Msx1	1.00	0.00	3.00	1.00	1.00
ENSRNOG00000060906_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007811_Klrb1c	4.00	0.00	0.00	0.00	1.00
ENSRNOG00000005062_AABR07051190.1	0.00	0.00	2.00	1.00	0.00
ENSRNOG00000061930_Olr1736	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000030386_Cldn18	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046425_Olr1388	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040045_Crnkl1	72.75	52.24	107.51	67.22	114.14
ENSRNOG00000028261_Tppp	7.00	8.00	3.00	9.00	4.00
ENSRNOG00000043116_RGD1308564	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000019486_Trpv1	126.00	33.00	29.00	45.00	340.00
ENSRNOG00000008161_Pdzk1ip1	1967.00	6679.00	4965.00	3559.00	3445.00
ENSRNOG00000060366_LOC102548682	0.00	1.00	0.00	5.00	0.00
ENSRNOG00000031597_Olr1500	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054256_AC244696.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001338_Hpd	1406.00	271.00	151.00	274.00	2507.00
ENSRNOG00000019751_Cyb5r2	4.00	81.00	19.00	25.00	5.00
ENSRNOG00000000640_Egr2	4.00	10.00	22.00	2.00	27.00
ENSRNOG00000019584_Dlk1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055097_Terb1	5.00	0.00	4.00	7.00	1.00
ENSRNOG00000020485_Vav3	6045.00	1185.00	4576.00	3186.00	6371.00
ENSRNOG00000006894_Tor1a	434.00	1305.00	1281.00	1001.00	436.00
ENSRNOG00000001011_Rflna	2.00	0.00	5.00	3.00	8.00
ENSRNOG00000022261_Cenpu	27.00	62.00	46.00	72.00	34.00
ENSRNOG00000052292_AABR07065455.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058967_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051910_AABR07067504.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047461_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059058_AABR07064264.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057318_AABR07073295.1	6.00	0.00	2.00	6.00	6.00
ENSRNOG00000056395_AABR07013073.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007964_Tp53inp1	2.00	2.00	15.00	24.00	9.00
ENSRNOG00000000431_Atf6b	356.00	137.00	1172.00	814.00	288.00
ENSRNOG00000040346_Mir671	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061659_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017911_Tcaf1	275.00	53.00	759.00	411.00	458.00
ENSRNOG00000051338_AABR07039118.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000421_Skiv2l	657.00	44.00	594.00	360.00	601.00
ENSRNOG00000052894_Epg5	114.00	4.00	86.00	84.00	140.00
ENSRNOG00000061315_AABR07002928.1	1.00	0.00	2.00	4.00	1.00
ENSRNOG00000030736_H2ac20	0.00	15.30	4.63	42.93	0.00
ENSRNOG00000037715_RGD1560854	5.00	0.00	6.00	1.00	7.00
ENSRNOG00000055302_AABR07051326.1	1.16	0.00	1.23	9.08	4.59
ENSRNOG00000012557_Lgals5	7.10	43.00	4.00	1.00	63.42
ENSRNOG00000051655_AABR07003449.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042441_Tpd52l3	0.52	0.00	0.00	1.00	0.00
ENSRNOG00000003831_Tdp1	267.00	51.00	145.00	138.00	208.00
ENSRNOG00000052872_AABR07033090.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021100_Tnfaip8l2	68.00	12.00	24.00	20.00	149.00
ENSRNOG00000019356_Lrfn4	18.00	15.00	39.00	78.00	32.00
ENSRNOG00000057967_AABR07033745.2	1.00	1.00	0.00	0.00	0.00
ENSRNOG00000032289_AABR07067814.1	0.00	0.00	0.00	0.00	2.00
ENSRNOG00000052097_Mir547	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054082_AC098189.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007023_Galm	3590.00	711.00	1269.00	1225.00	4864.00
ENSRNOG00000010748_Mtus1	290.00	476.00	1203.00	1058.00	759.00
ENSRNOG00000052393_Bscl2	459.00	451.00	361.00	371.00	634.00
ENSRNOG00000020562_Slc22a18	259.00	210.00	236.00	264.00	958.00
ENSRNOG00000057435_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051944_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042255_Efcab3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030460_Olr428	8.00	0.00	0.00	2.00	0.00
ENSRNOG00000062147_AABR07035465.1	4.00	0.00	0.00	4.00	0.00
ENSRNOG00000054956_AABR07033854.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002845_LOC691286	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024545_Ccdc18	57.00	89.00	89.00	49.00	72.00
ENSRNOG00000056134_AABR07033757.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000034011_Frg2	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000058943_Olr1082	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000056488_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048071_Ccdc89	0.00	0.00	12.00	5.00	0.00
ENSRNOG00000058018_AABR07014118.1	4.00	1.00	0.00	3.00	2.00
ENSRNOG00000007782_Ghrh	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052408_Gm22267	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016781_Ppib	5344.00	17456.00	8945.00	7811.00	6223.00
ENSRNOG00000054173_LOC102548428	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053297_AABR07065531.10	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000414_Cep85l	13.00	0.00	10.00	36.00	8.00
ENSRNOG00000021920_Pramel6	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000022507_Twf1	1743.85	2281.76	3792.84	2802.16	2355.42
ENSRNOG00000059357_RNaseP_nuc	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000056585_Fscn1	0.00	0.00	2.00	3.00	4.00
ENSRNOG00000054044_AABR07007837.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061440_SNORA74	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005478_Fkbp9	1324.00	563.00	1995.00	1431.00	1157.00
ENSRNOG00000055574_AC109886.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030862_Atp6v1h	5426.00	5087.00	9301.00	6840.00	5025.00
ENSRNOG00000057725_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011020_Eif3l	2265.00	979.00	1895.00	1787.00	2144.00
ENSRNOG00000016618_Tmem52	101.00	728.00	391.00	550.00	47.00
ENSRNOG00000057290_Tmem168	724.00	60.00	1149.00	496.00	753.00
ENSRNOG00000009440_Gucy1b2	50.00	0.00	9.00	22.00	44.00
ENSRNOG00000048042_AABR07034729.2	16.75	21.63	1.67	9.40	9.05
ENSRNOG00000001679_Gabrr3	2.00	0.00	1.00	4.00	1.00
ENSRNOG00000048204_AC120291.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010735_Nfyc	1077.00	1074.00	2167.00	1955.00	1225.00
ENSRNOG00000003020_Slc25a47	0.00	0.00	0.00	3.00	1.00
ENSRNOG00000042668_Msrb3	39.00	39.00	38.00	56.00	100.00
ENSRNOG00000055147_AABR07035779.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002917_Sec14l5	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000011463_Psmb2	2710.00	6820.00	3241.00	2841.00	3129.00
ENSRNOG00000046642_LOC100910837	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038212_Socs6	273.00	126.00	334.00	336.00	414.00
ENSRNOG00000018478_Myo3a	5.00	0.00	0.00	0.00	8.00
ENSRNOG00000005509_Pak7	1.00	0.00	0.00	0.00	2.00
ENSRNOG00000035572_Mir125a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014882_Fgf11	4.00	16.00	18.00	23.00	7.00
ENSRNOG00000045587_Vom2r76	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004809_AC103012.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051470_Card9	33.00	13.00	26.00	10.00	39.00
ENSRNOG00000011040_AABR07063855.1	16.57	91.07	59.44	85.99	19.78
ENSRNOG00000055504_U2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053660_AABR07026936.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033531_Cacna2d1	1.00	0.00	1.00	2.00	15.00
ENSRNOG00000008469_Mettl5	882.89	1033.06	658.08	511.49	712.14
ENSRNOG00000036071_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060893_Svs3a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050607_AABR07027637.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032521_LOC100911348	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058272_AABR07054662.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054814_AABR07065042.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004411_Tspan8	3903.00	587.00	332.00	202.00	4556.00
ENSRNOG00000018028_Testin	1.00	0.00	0.00	0.00	0.00
ENSRNOG00000061563_AABR07067031.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057874_LOC103690528	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000026400_AABR07020999.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009303_Zwilch	66.00	7.00	66.00	49.00	59.00
ENSRNOG00000054407_AC108635.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002199_Tmem165	110.00	312.00	159.00	201.00	111.00
ENSRNOG00000000082_Hltf	921.00	412.00	1108.00	600.00	1051.00
ENSRNOG00000058857_AABR07041361.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057750_AABR07018058.1	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000003264_Nat9	579.00	341.00	572.00	510.00	600.00
ENSRNOG00000003999_Adcy3	40.21	1.00	58.60	74.35	27.00
ENSRNOG00000053903_LOC685667	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051282_AABR07038939.1	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000043192_Hacd1	3.00	52.00	31.00	33.00	14.00
ENSRNOG00000058699_AABR07036452.1	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000060705_AABR07006025.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014248_Erbb4	253.00	1.00	7.00	7.00	301.00
ENSRNOG00000039544_Kcnd1	6.00	8.00	22.00	22.00	15.00
ENSRNOG00000024256_AABR07053635.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011739_Dennd4a	84.00	62.00	276.00	225.00	150.00
ENSRNOG00000023521_Map3k10	7.00	0.00	12.00	15.00	3.00
ENSRNOG00000061414_Acot12	43.00	0.00	0.00	12.00	74.00
ENSRNOG00000008691_Ick	257.00	122.00	273.00	244.00	408.00
ENSRNOG00000012085_Isca2	1494.81	2681.60	1708.87	1370.79	1479.30
ENSRNOG00000024837_Tpte2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017233_Mmachc	1096.00	596.00	768.00	855.00	1120.00
ENSRNOG00000050869_Cebpd	20.00	51.00	63.00	195.00	4.00
ENSRNOG00000032798_Slco3a1	492.00	174.00	336.00	312.00	424.00
ENSRNOG00000055334_AABR07044088.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058000_AABR07068085.4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050243_Akr1c12l1	1617.19	165.56	180.23	417.16	1282.80
ENSRNOG00000051286_LOC100911516	2106.21	8314.71	2257.20	972.38	918.58
ENSRNOG00000053846_AABR07027476.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012469_Ints14	1069.00	220.00	1687.00	1309.00	1052.00
ENSRNOG00000007492_Rpn2	6160.00	2459.00	9004.00	7164.00	7102.00
ENSRNOG00000028050_Rhox13	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007304_Herc3	461.00	122.00	188.00	196.00	494.00
ENSRNOG00000020518_Fam189b	102.87	97.00	237.97	150.92	105.96
ENSRNOG00000052209_AABR07053134.1	0.00	0.00	0.00	2.00	0.00
ENSRNOG00000009221_Cdcp2	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000045892_Cfl2	2417.00	1321.00	1702.00	1195.00	2259.00
ENSRNOG00000047478_Olr413	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004145_Prorsd1	125.00	105.00	105.00	68.00	135.00
ENSRNOG00000058704_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045945_AABR07066440.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059361_AC113785.1	0.00	1.00	0.00	0.00	0.00
ENSRNOG00000008890_Slc18a2	53.00	68.00	28.00	46.00	77.00
ENSRNOG00000035595_Mir429	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057467_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056272_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056084_AABR07047462.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050903_AABR07030200.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009564_Prr15	1700.00	1029.00	1698.00	1740.00	1579.00
ENSRNOG00000003003_Tbc1d19	244.00	116.00	346.00	184.00	250.00
ENSRNOG00000019236_Rnf220	117.00	312.00	321.00	455.00	205.00
ENSRNOG00000009340_Zbtb6	143.00	125.00	175.00	106.00	213.00
ENSRNOG00000056530_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061179_AABR07026509.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005652_Cntn4	6.00	0.00	0.00	23.00	0.00
ENSRNOG00000047696_AABR07003610.1	1.00	0.00	0.00	2.00	0.00
ENSRNOG00000033200_Olr82	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019260_Ceacam20	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000051055_AABR07038880.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059434_AC099304.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040242_Epm2a	4.00	0.00	5.00	11.00	1.00
ENSRNOG00000002578_Serpinb3a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057440_LOC102551339	0.00	0.00	0.00	1.00	0.00
ENSRNOG00000016308_Il10ra	26.00	0.00	10.00	1.00	131.00
ENSRNOG00000059209_AC136482.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052616_AABR07070208.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052313_AABR07073181.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030984_Stfa3l1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019979_B3galt6	54.00	43.00	249.00	239.00	58.00
ENSRNOG00000058929_AABR07021548.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005153_Tedc1	311.00	96.00	368.00	263.00	311.00
ENSRNOG00000009372_Tacr3	0.00	14.00	2.00	1.00	1.00
ENSRNOG00000013011_Dnajb4	378.00	491.00	982.00	538.00	335.00
ENSRNOG00000060333	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029966_Xrcc4	223.00	159.00	174.00	157.00	210.00
ENSRNOG00000059866_AABR07001432.1	1.00	43.00	23.00	31.00	4.00
ENSRNOG00000024780_MGC95210	160.00	92.00	217.00	182.09	127.23
ENSRNOG00000008656_Snca	23.00	6.00	2.00	8.00	17.00
ENSRNOG00000003695_Mgat4d	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047657_C4a	0.53	3.00	2.78	2.50	24.66
ENSRNOG00000058873_AABR07061096.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056789_AABR07022053.1	0.00	25.00	0.00	0.00	0.00
ENSRNOG00000055236_Gemin4	527.00	65.00	607.00	525.00	492.00
ENSRNOG00000001618_Ripk4	1216.00	180.00	1098.00	830.00	1164.00
ENSRNOG00000007014_Cnksr2	0.00	0.00	1.00	0.00	0.00
ENSRNOG00000055101_AABR07018632.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051016_LOC103694201	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010708_Gata4	0.00	7.00	0.00	1.00	0.00
ENSRNOG00000055598_Mir568	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000040275_Tmem210	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052637_Samd1	5.00	27.00	10.00	11.00	5.00
ENSRNOG00000009447_Fam221a	18.00	8.00	6.00	4.00	7.00
ENSRNOG00000054119_LOC102555655	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002161_Tlr6	99.87	31.00	23.60	23.16	132.09
ENSRNOG00000024969_AABR07064102.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032947_AABR07067749.1	1.00	0.00	0.00	1.00	0.00
ENSRNOG00000045981_Olr1262	0.00	0.00	0.00	0.00	1.00
ENSRNOG00000030093_Defa5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050505_AABR07010919.1	0.00	0.00	0.00	1.50	0.00
ENSRNOG00000018559_Tex44	1.00	13.00	0.00	3.00	0.00
ENSRNOG00000013747_Sh3bp2	105.00	3.00	143.00	93.00	138.00
ENSRNOG00000017102_Cmtr2	102.00	4.00	169.00	112.00	196.00
ENSRNOG00000049192_Hmgn5	205.77	164.42	225.85	61.76	73.75
ENSRNOG00000060613_LOC690127	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020113_Cnnm2	38.00	13.00	63.00	128.00	53.00
ENSRNOG00000014590_Stk33	0.00	0.00	1.00	0.00	0.00
