gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000051493_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058892_AABR07043928.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057242_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026584_Ifnl3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007030_Epha7	2.16	0.00	2.52	1.32	2.28
ENSRNOG00000009113_Marcksl1	0.75	1.08	1.78	5.77	0.70
ENSRNOG00000045857_Tmed8	0.65	0.00	1.86	0.48	0.46
ENSRNOG00000019122_Sec16a	7.63	0.48	7.88	7.45	5.43
ENSRNOG00000061049_AABR07011512.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059507_Lamc3	0.11	0.00	0.02	0.01	0.26
ENSRNOG00000054488_LOC500584	14.01	5.04	12.36	8.26	13.24
ENSRNOG00000046133_LOC102553613	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061338_SNORD115	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053732_AABR07070131.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041877_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032463_Rap1a	21.21	24.06	38.05	34.24	22.66
ENSRNOG00000057210_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024953_RGD1559441	0.03	0.00	0.02	0.01	0.01
ENSRNOG00000011647_S100a6	75.51	352.89	77.58	39.52	36.02
ENSRNOG00000055650_Pou2f2	0.34	0.05	0.05	0.13	0.36
ENSRNOG00000055095_AABR07029636.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061157_AABR07017999.1	0.00	0.00	0.00	1.34	0.00
ENSRNOG00000052961_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015411_Apobec1	1.40	1.92	0.58	0.67	2.35
ENSRNOG00000061228_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061259_Olr1243	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047357_Olr1029	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038916_Dram1	3.47	0.37	0.47	1.64	7.52
ENSRNOG00000016561_Pclaf	12.83	20.73	6.64	17.87	3.39
ENSRNOG00000016854_AC116220.1	0.36	0.00	0.62	0.83	0.41
ENSRNOG00000046134_Olr1551	0.00	0.47	0.00	0.21	0.00
ENSRNOG00000048331_Olr1396	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058982_AABR07052729.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052447_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047683_LOC108348098	19.36	11.54	13.16	15.95	14.95
ENSRNOG00000020161_Zbtb7a	5.34	2.04	12.63	19.33	2.65
ENSRNOG00000001004_Ncor2	0.90	0.38	1.88	2.74	0.71
ENSRNOG00000010208_Timp1	4.37	0.87	1.92	2.13	13.30
ENSRNOG00000049442_AABR07026317.1	0.00	52.10	24.90	13.93	62.70
ENSRNOG00000047712_Dcx	0.03	0.11	0.00	0.03	0.03
ENSRNOG00000046758_Tmem217	1.85	1.46	1.92	4.56	0.86
ENSRNOG00000017770_Cdc123	100.32	56.07	105.91	86.37	84.37
ENSRNOG00000049118_Olr1372	0.00	0.00	0.37	0.31	0.00
ENSRNOG00000018294_Hspa5	408.49	143.00	382.53	362.84	295.22
ENSRNOG00000019328_Phgdh	10.78	4.31	21.66	21.99	26.56
ENSRNOG00000058161_AABR07051986.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015768_Nat8f5	7.95	27.92	17.54	21.50	2.58
ENSRNOG00000016638_Gnb1	3.53	16.52	8.42	9.78	3.07
ENSRNOG00000009629_Car2	341.01	1283.01	2504.55	1929.76	337.24
ENSRNOG00000028991_AC125757.1	0.00	0.00	0.03	0.03	0.00
ENSRNOG00000061492_AABR07038464.1	0.70	0.00	0.00	0.00	0.00
ENSRNOG00000054306_AABR07057421.2	0.91	0.00	0.00	0.00	0.12
ENSRNOG00000017244_Rnf186	5.55	60.30	78.34	252.47	8.31
ENSRNOG00000042023_Olr334	0.10	0.00	0.00	0.00	0.00
ENSRNOG00000021435_AC141966.1	0.00	0.00	0.00	0.71	0.00
ENSRNOG00000014258_Rab32	12.78	0.61	1.51	1.76	13.23
ENSRNOG00000001072_Cers4	4.40	3.24	6.31	6.29	5.85
ENSRNOG00000056490_AABR07013566.1	0.33	0.25	0.03	0.26	0.12
ENSRNOG00000019915_Xrcc1	29.75	6.21	42.35	31.58	23.03
ENSRNOG00000008017_Cdk5	16.74	10.26	18.59	16.28	14.73
ENSRNOG00000019416_Zfp61	16.65	3.74	20.59	19.72	16.66
ENSRNOG00000051351_AABR07048486.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058710_AABR07021465.2	0.00	0.00	0.00	0.14	0.00
ENSRNOG00000010516_Plau	1916.95	2.34	14.68	57.46	1783.78
ENSRNOG00000019598_Vegfa	9.63	6.45	13.80	18.01	9.42
ENSRNOG00000012110_Col17a1	0.08	0.02	0.04	0.02	0.00
ENSRNOG00000061771_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060198_AABR07035203.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018305_St8sia3	0.00	0.12	0.00	0.00	0.00
ENSRNOG00000032395_Tfcp2	11.75	0.68	10.08	10.79	9.35
ENSRNOG00000003223_Degs1	144.55	36.21	75.21	85.05	143.00
ENSRNOG00000050229_LOC102550314	0.58	0.26	0.04	0.10	0.00
ENSRNOG00000048889_Mir6323	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052273_LOC100363116	4.30	7.55	4.53	8.89	9.10
ENSRNOG00000048736_Mllt1	2.15	1.43	5.33	8.21	2.37
ENSRNOG00000049471_Steap3	10.77	0.08	0.58	1.15	8.29
ENSRNOG00000002474_Tom1l1	64.27	13.07	44.83	40.24	48.76
ENSRNOG00000052641_LOC103690060	0.78	0.13	0.23	0.67	0.05
ENSRNOG00000053581_AABR07044655.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060965_AC117118.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027355_Wdr36	17.36	2.53	18.02	13.98	12.46
ENSRNOG00000060443_AABR07049350.1	1.58	0.98	0.00	0.51	0.00
ENSRNOG00000052472_U7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050608_Olr1511	0.00	0.13	0.00	0.00	0.00
ENSRNOG00000056311_Y_RNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015594_Rftn2	0.56	0.00	0.00	0.00	0.84
ENSRNOG00000052457_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062084_LOC680491	2.34	11.24	3.13	4.44	2.95
ENSRNOG00000059051_AC122568.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022417_Prickle3	8.65	3.02	11.68	13.75	8.09
ENSRNOG00000061724_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000031181_Olr1060	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019031_NEWGENE_1308624	0.43	1.09	0.00	1.08	0.00
ENSRNOG00000047247_Ptprs	0.11	0.04	0.04	0.21	0.16
ENSRNOG00000030118_Msn	67.15	1.22	8.54	12.32	68.86
ENSRNOG00000021223_Ptpra	3.41	6.35	6.31	10.45	4.43
ENSRNOG00000057173_Lipn	0.09	0.00	0.00	0.00	0.00
ENSRNOG00000054815_LOC103694884	0.13	0.00	0.00	0.06	0.15
ENSRNOG00000055081_AABR07052048.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007917_Cd46	0.28	0.23	0.76	1.31	0.23
ENSRNOG00000056723_LOC108351063	0.39	0.35	0.00	0.68	0.24
ENSRNOG00000023194_AABR07063929.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000040372_AABR07057302.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002728_Btc	3.64	23.76	78.11	52.78	2.57
ENSRNOG00000020701_Brca1	0.70	0.07	0.44	0.88	0.61
ENSRNOG00000024245_Zkscan2	0.00	0.33	0.01	0.08	0.00
ENSRNOG00000055640	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000043738_AABR07049554.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049325_AC127191.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053033_AABR07061022.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052047_AABR07051718.1	0.00	0.00	0.00	0.00	2.33
ENSRNOG00000050006_Agtr2	0.02	0.00	0.00	0.00	0.06
ENSRNOG00000020950_Syvn1	20.28	7.75	18.23	20.26	13.59
ENSRNOG00000060328_AABR07072262.1	0.00	2.92	0.00	0.88	0.00
ENSRNOG00000017460_Imp3	2.14	7.03	17.30	35.79	2.16
ENSRNOG00000046106_Mir351-2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000027811_Lilrb4	0.74	0.00	0.43	0.51	0.36
ENSRNOG00000056727_AABR07057353.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014902_Stx11	0.15	0.84	0.99	0.58	0.15
ENSRNOG00000058566_LOC103694381	0.12	0.00	0.00	0.00	0.00
ENSRNOG00000014753_Tcf7l1	0.17	0.28	0.44	1.05	0.28
ENSRNOG00000019357_Tax1bp3	157.66	259.58	324.11	283.84	150.49
ENSRNOG00000061184_AABR07065364.1	0.00	0.00	0.00	0.25	0.00
ENSRNOG00000016967_Hfe	2.02	8.77	9.48	9.71	1.75
ENSRNOG00000014071_Ddb2	6.12	0.98	3.49	4.62	3.17
ENSRNOG00000061518_AC142421.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022619_Fth1	6310.58	4469.12	4532.03	4679.45	4787.46
ENSRNOG00000041758	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025720_Nobox	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024763_LOC685431	37.73	10.14	45.01	44.74	35.36
ENSRNOG00000011589_Camk2d	14.25	3.15	9.67	9.02	13.52
ENSRNOG00000050901_Olr14	0.10	0.00	0.00	0.15	0.00
ENSRNOG00000014807_Spint5p	0.00	0.65	0.00	0.00	0.00
ENSRNOG00000007152_Bhlhe40	65.49	2.97	32.86	28.25	41.98
ENSRNOG00000016421_Tyr	0.02	0.00	0.00	0.09	0.00
ENSRNOG00000052762_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057657_AABR07060816.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018599_Gga2	19.16	49.77	256.73	154.00	12.82
ENSRNOG00000046839_LOC102555392	0.20	0.00	0.00	0.07	0.31
ENSRNOG00000045632_AABR07017610.1	0.72	0.00	0.00	0.00	0.00
ENSRNOG00000055668_AABR07013762.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047171_Rnf8	5.69	2.31	11.60	8.75	6.20
ENSRNOG00000007600_Igsf1	0.49	0.01	0.14	0.19	0.20
ENSRNOG00000022738_AC098459.1	21.43	61.51	145.88	143.69	18.46
ENSRNOG00000007639_C8b	0.00	0.00	0.00	0.00	0.02
ENSRNOG00000030155_Bmp8a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052779_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015498_Il17rb	0.15	0.00	0.06	0.11	0.22
ENSRNOG00000026891_AC093995.1	0.75	0.00	0.00	0.00	0.00
ENSRNOG00000004437_Map2k6	2.83	0.00	1.32	1.61	4.84
ENSRNOG00000056846_LOC100909578	0.00	0.00	0.00	0.05	0.00
ENSRNOG00000022009_Mzb1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014721_Ahrr	0.07	0.01	0.00	0.07	0.00
ENSRNOG00000052639_LOC108352591	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016204_Lrrc24	3.51	0.56	1.76	2.53	1.72
ENSRNOG00000014209_Utp6	11.01	0.11	12.95	8.96	11.19
ENSRNOG00000049725_LOC103692019	0.00	0.00	0.00	0.05	0.00
ENSRNOG00000042152_Gipc2	8.13	50.39	51.28	37.48	10.86
ENSRNOG00000046850_Thpo	0.90	0.00	0.00	0.00	1.40
ENSRNOG00000013442_Ciz1	15.20	5.94	17.69	19.12	14.09
ENSRNOG00000009946_Ldlr	19.84	3.95	19.69	6.62	11.90
ENSRNOG00000028041_Tnnt1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056136_AABR07071208.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049235_Arl16	30.48	29.47	26.85	33.77	27.11
ENSRNOG00000012657_LOC102553069	0.00	0.00	0.00	0.34	0.00
ENSRNOG00000009347_Arhgap25	1.37	0.00	0.03	0.45	1.70
ENSRNOG00000012877_Rgs9bp	0.00	0.21	0.00	0.00	0.00
ENSRNOG00000002238_Sema5b	0.00	0.00	0.00	0.00	0.10
ENSRNOG00000001794_Muc13	0.00	0.00	0.02	0.02	0.00
ENSRNOG00000042782_RGD1561870	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000024310_Kcnf1	0.00	0.00	0.00	0.03	0.00
ENSRNOG00000017883_Camsap1	0.93	0.70	1.21	1.54	1.14
ENSRNOG00000043357_Zfp407	1.17	0.39	1.48	1.63	0.94
ENSRNOG00000058757	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052861_AABR07006544.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053013_AABR07049466.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039587_Wdr13	12.26	0.05	11.25	6.77	9.19
ENSRNOG00000026864_LOC690784	0.00	0.11	0.00	0.09	0.03
ENSRNOG00000051814	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026053_Grem1	0.03	74.64	201.96	220.38	1.38
ENSRNOG00000031479_Hdlbp	49.33	18.00	63.83	60.66	45.90
ENSRNOG00000059122_AABR07044268.1	0.05	0.43	0.00	0.28	0.09
ENSRNOG00000057899_AABR07032834.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020280_Armc6	3.62	1.52	5.56	4.52	2.95
ENSRNOG00000002135_Sgcb	11.69	2.94	7.19	9.31	8.50
ENSRNOG00000025290_AABR07038029.1	0.07	0.00	0.00	0.00	0.19
ENSRNOG00000019170_Il27	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056254_AABR07063282.1	2.38	0.00	0.00	1.60	0.00
ENSRNOG00000056137_AABR07058788.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058080_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051065_AABR07072184.2	0.09	0.03	0.08	0.17	0.06
ENSRNOG00000058511_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060575_7SK	3.86	0.00	0.00	0.00	0.00
ENSRNOG00000008129_Pla2r1	0.01	0.00	0.00	0.00	0.00
ENSRNOG00000055773_Olr1424	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055762_AABR07073024.1	0.09	0.00	0.00	0.00	0.00
ENSRNOG00000047886_AABR07066059.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038078_AABR07018792.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010079_Ca3	0.05	0.00	0.09	0.10	0.00
ENSRNOG00000044867_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006703_Zfp398	1.09	0.15	1.43	2.67	1.30
ENSRNOG00000051868_RGD1561277	3.98	0.46	3.03	2.49	4.32
ENSRNOG00000038239_Spata33	30.14	38.42	21.19	20.33	26.45
ENSRNOG00000061250_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000062232_Mcc	0.95	10.84	12.95	5.13	2.11
ENSRNOG00000052899_AABR07049886.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046129_Olr1617	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059653_Rpp25l	33.99	35.24	20.48	31.61	25.67
ENSRNOG00000054778_Vom1r29	0.33	0.00	0.05	0.32	0.14
ENSRNOG00000052028_AABR07043456.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022726_Lrit2	0.09	0.00	0.04	0.14	0.04
ENSRNOG00000054496_AABR07059875.2	0.00	0.00	1.75	0.09	0.00
ENSRNOG00000032442_AABR07030911.1	2.00	2.08	5.11	1.49	2.97
ENSRNOG00000058501_LOC100912314	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054734_LOC108351043	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000032390_AABR07041247.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057823_Ubc	489.63	506.65	982.76	880.70	626.08
ENSRNOG00000060130_Ypel4	0.17	0.21	0.05	0.97	0.22
ENSRNOG00000039504_LOC360919	2.22	0.20	0.00	0.62	5.41
ENSRNOG00000005358_Pmm1	142.04	63.01	77.64	109.56	100.18
ENSRNOG00000037196_Spag17	0.05	0.16	0.01	0.00	0.00
ENSRNOG00000049164_AC136163.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021659_Acp4	0.05	0.00	0.13	0.00	0.22
ENSRNOG00000008534_Dusp15	0.06	0.00	0.00	0.41	0.17
ENSRNOG00000019501_Rmnd1	49.19	19.02	30.42	30.68	37.46
ENSRNOG00000039971_Ctla2a	30.04	31.53	28.29	26.25	22.82
ENSRNOG00000054775_Fkbp11	27.30	87.09	84.99	80.05	26.74
ENSRNOG00000003816_Tada1	20.65	10.35	31.20	27.90	26.68
ENSRNOG00000049467_LOC100911888	0.00	0.50	0.00	0.07	0.05
ENSRNOG00000057385_LOC102555326	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045885_LOC100365810	24.19	25.43	12.20	7.77	8.63
ENSRNOG00000000390_Rufy2	4.24	2.21	5.28	4.81	3.56
ENSRNOG00000000257_Smpd3	0.02	0.03	0.02	0.11	0.01
ENSRNOG00000037967_Thap7	14.44	13.33	15.59	14.09	11.26
ENSRNOG00000060917_AABR07050298.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028250_Lax1	0.19	0.51	0.03	0.50	0.00
ENSRNOG00000018343_Isca1	86.46	89.27	152.98	171.23	109.58
ENSRNOG00000001416_Vgf	0.05	0.00	0.00	0.00	0.00
ENSRNOG00000048611_Olr409	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010776_Atp13a1	1.97	1.21	6.71	10.71	3.07
ENSRNOG00000030254_AABR07055747.1	0.10	0.00	0.00	0.00	0.00
ENSRNOG00000008837_Ass1	86.73	6.92	12.76	29.89	231.93
ENSRNOG00000024345_Pard3b	1.25	0.99	4.14	9.44	1.97
ENSRNOG00000007697_C8a	0.03	0.00	0.00	0.07	0.00
ENSRNOG00000058575_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000891	17.83	4.11	14.29	12.49	20.45
ENSRNOG00000059423_AABR07058329.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058253_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000650_AABR07044838.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050642_LOC100910120	0.19	0.00	0.00	0.00	0.00
ENSRNOG00000058326_SNORA71	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008517_Cdc42ep1	2.00	3.86	21.97	22.16	2.87
ENSRNOG00000019542_MGC108823	1.91	0.00	0.47	0.73	4.38
ENSRNOG00000052297_AABR07022678.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001783_Tra2b	54.67	30.46	64.91	47.03	33.28
ENSRNOG00000004181_Sdccag8	8.88	3.16	9.73	8.90	7.62
ENSRNOG00000012924_Nemp2	2.24	0.47	1.35	1.76	1.33
ENSRNOG00000055422_AABR07065124.1	0.00	0.00	0.00	0.73	0.00
ENSRNOG00000059232_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047854_RT1-DMa	33.56	5.56	8.96	6.32	30.31
ENSRNOG00000034177_Efna5	3.91	0.00	1.86	1.85	3.03
ENSRNOG00000002718_Scgb3a1	0.00	0.00	0.00	0.07	0.00
ENSRNOG00000051723_AABR07052195.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018666_Gpsm1	1.34	0.81	3.42	3.81	1.25
ENSRNOG00000053798_7SK	0.00	2.54	0.00	0.00	0.00
ENSRNOG00000047116_LOC502660	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016038_Mgmt	30.31	74.17	36.21	32.93	27.85
ENSRNOG00000058194_Gm24470	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020605_Pstk	14.44	5.56	11.92	10.69	12.91
ENSRNOG00000029148_Pdgfd	14.38	0.19	0.22	0.18	18.36
ENSRNOG00000059249_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055059_AABR07071746.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045641_LOC691695	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052425_AABR07022635.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053347_Ccdc28a	8.73	8.34	12.83	10.77	13.96
ENSRNOG00000055710_AABR07015338.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001052_Slc25a30	33.74	0.03	4.92	5.65	13.92
ENSRNOG00000051445_AABR07059757.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055906_AABR07060796.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057090_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056223_Tfb1m	15.77	12.22	11.86	13.20	14.55
ENSRNOG00000004610_Lum	0.11	0.00	0.03	0.11	0.00
ENSRNOG00000061166_AABR07029192.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000030332_Ighg1	0.00	0.00	0.00	0.29	0.00
ENSRNOG00000046023_Exoc4	6.28	1.98	12.22	9.53	5.39
ENSRNOG00000016915_Barx1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036819_Hspb9	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006860_Itk	0.09	1.13	9.96	15.10	0.23
ENSRNOG00000059264_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000045745_Olr634	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000012109_Otulinl	2.22	0.20	1.10	0.74	0.96
ENSRNOG00000049459_AABR07011545.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009286_Noxa1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010645_Lgals3	5.35	575.33	605.68	506.38	9.82
ENSRNOG00000057812_SNORA72	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033206_Entpd5	9.58	7.00	25.77	23.28	17.03
ENSRNOG00000002943_Mrpl55	65.67	104.65	63.53	79.24	54.92
ENSRNOG00000054328_AABR07057640.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028206_Pheta1	1.49	0.00	0.60	0.50	0.41
ENSRNOG00000018971_Mob3a	3.03	0.60	3.87	3.11	1.27
ENSRNOG00000017052_Pianp	0.20	0.26	0.08	0.45	0.00
ENSRNOG00000018430_Grk1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000029702_RGD1564236	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059522_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019478_Irf9	10.17	3.51	25.57	15.44	14.09
ENSRNOG00000036658_Tbcd	2.80	2.52	15.71	15.05	3.05
ENSRNOG00000040383_AC115159.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019825_Zdhhc24	2.51	0.35	1.66	1.96	1.42
ENSRNOG00000059066_AC120486.10	0.00	0.00	0.08	0.09	0.11
ENSRNOG00000026517_Vrk3	104.89	26.81	83.31	100.09	87.46
ENSRNOG00000052113_Ppp1r9b	0.55	0.09	0.37	0.53	0.43
ENSRNOG00000027317_Ylpm1	1.25	1.17	2.42	3.25	1.32
ENSRNOG00000056356	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019573_Lcat	0.69	0.00	0.58	0.24	0.19
ENSRNOG00000009331_Hck	0.38	0.00	0.65	0.40	0.65
ENSRNOG00000035647_Mir144	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016105_Xrcc5	15.46	5.59	21.97	19.91	16.00
ENSRNOG00000058761_AABR07032267.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041721_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052241_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053896_AABR07066690.1	1.09	0.68	0.20	3.41	0.00
ENSRNOG00000005957_Slc4a7	0.42	0.04	0.24	0.64	0.36
ENSRNOG00000028746_Gsto1	132.44	181.07	141.19	174.07	189.27
ENSRNOG00000052242_AABR07032320.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036381_AABR07018115.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019479_Klf17	0.07	0.00	0.00	0.08	0.06
ENSRNOG00000061781_AABR07070872.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046365_Oit3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005105_Sun3	1.35	0.00	0.17	0.20	2.13
ENSRNOG00000058448_AABR07003051.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052258_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010084_Ythdf3	27.72	4.50	26.45	17.76	18.58
ENSRNOG00000061123_AABR07012754.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048102_AABR07055673.1	0.20	0.00	0.00	0.00	0.16
ENSRNOG00000015822_Klf13	0.00	0.29	0.42	2.03	0.19
ENSRNOG00000032195_LOC103695172	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033602_Ifna16l1	0.00	0.00	0.00	0.74	0.00
ENSRNOG00000000857_Msh5	0.68	0.50	1.88	4.14	0.52
ENSRNOG00000059123_AABR07016559.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059730_AABR07016619.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019044_Adam30	0.13	0.00	0.05	0.06	0.02
ENSRNOG00000022899_Cdk15	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060540_AABR07042326.3	0.10	0.00	0.00	0.00	0.08
ENSRNOG00000049527_AC109707.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019536_Smim3	14.45	7.18	17.56	15.75	16.48
ENSRNOG00000014935_Twnk	3.55	3.47	3.21	3.86	3.68
ENSRNOG00000010253_Cd163	0.03	0.07	0.00	0.08	0.00
ENSRNOG00000060985_AABR07027051.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000015472_Tmem174	3.62	1.89	0.80	4.91	36.86
ENSRNOG00000021098_Rasgrp2	0.47	0.13	0.11	0.17	0.87
ENSRNOG00000034115_Olr441	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006485_Topors	3.45	3.20	11.49	12.48	3.88
ENSRNOG00000015616_Rgs14	0.51	0.02	0.04	0.22	0.25
ENSRNOG00000018950_Fa2h	3.47	1.52	4.30	5.89	3.69
ENSRNOG00000009045_Alg6	7.92	2.59	7.73	5.73	5.17
ENSRNOG00000053758_U2	0.00	0.00	0.00	9.24	0.00
ENSRNOG00000014003_Fbxo16	11.35	4.86	11.53	8.87	7.38
ENSRNOG00000051377_AABR07001099.2	11.81	4.62	19.02	14.95	15.79
ENSRNOG00000049310_LOC103691445	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022288_Pafah2	26.55	0.79	15.61	18.45	24.95
ENSRNOG00000054540_AABR07043775.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057095_Hoxa4	0.00	0.00	0.00	0.00	0.11
